Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
878BBC2710FC3C4D9320E47ECAD24AF4,Norms Valley Contracting ltd,Norms Valley Contracting ltd,,7785496890,,,Abbotsford,British Columbia,2862 Station road,,V4X 0A4,Wood construction framing and concrete construction,Above $25,000 CAD (and over $40,000 for services and construction contracts),http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=878BBC2710FC3C4D9320E47ECAD24AF4, - ,
994D7E90938D6C46995E5C53D00CD2D5,Norris Consultants,Norris Consultants,tednorris0@gmail.com,6137151954,,,Cherry Valley,Ontario,1212 County Rd 18,,K0K 1P0,Consultancy services in the areas of Adult Literacy  Essential Skills LES Training Facilitation for Indigenous Cultural Competency Federal Government Relations  System Navigation,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=994D7E90938D6C46995E5C53D00CD2D5,541611 - Administrative Management and General Management Consulting Services,,R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
97E049E3604B5173E0531B96D48E86D3,Norris Research Inc.,Norris Research Inc.,,,,,Chelsea,Quebec,P.O. Box 1740,,J9B1A1,The company specialises in demographic statistical and geospatial data analysis  The principal focus is on aboriginal data within Canada,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3604B5173E0531B96D48E86D3,541690 - Other Scientific and Technical Consulting Services,541370 - Surveying and Mapping (except Geophysical) Services | 541720 - Research and Development in the Social Sciences and Humanities | 541910 - Marketing Research and Public Opinion Polling | ,,
7DE777142257FE44957970B80991D156,Norsask K9 Security Services,Norsask K9 Security Services,Norsaskk9security@tutanota.com,(306) 635-7793,,,Stanley Mission,Saskatchewan,836 Ross Street,P.O. 278,S0J 2P0,We are a security company who offers drug detection and security services for residential and commercial or government facilities We have several dogs available to detect illicit drugs and one is trained in patrol and protection the other in ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=7DE777142257FE44957970B80991D156, - ,561612 - Security Guard and Patrol Services | ,WR2340 - MOTORCYCLES  MOTOR SCOOTERS AND BICYCLES - RENTAL | R019E - Business Services | V001A - Freight and Cargo Services | R199B - Miscellaneous Business Services | T004B - Events Planning and Management | ,
97E049E3637D5173E0531B96D48E86D3,Nortech Holdings Limited,Nortech Holdings Limited,langdon@nf.sympatico.ca,,,,Happy Valley-Goose Bay,Newfoundland And Labrador,P.O. Box 810  Stn C,,A0P1C0,No description available,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3637D5173E0531B96D48E86D3,541990 - All Other Professional  Scientific and Technical Services,,,
50F8178F976AF84AA2729CB44BA19FF4,Nortech-North Fringe Technologies Labrador LP,Nortech-North Fringe Technologies Labrador LP,langdon01@gmail.com,709-896-1550,709-896-5151,,Happy Valley-Goose Bay,Newfoundland And Labrador,PO Box 810 Stn. C,,A0P 1C0,Pump Replacement and Repair Services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=50F8178F976AF84AA2729CB44BA19FF4,811310 - Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,,N4940 - Maintenance and Repair Shop Specialized Equipment  Miscellaneous | ,
6E30B9AB2A32B64ABBEC946A46DF0589,North American Indigenous Hockey League,Barons Hockey Club,chris@bphockey.net,613 2184846,,NAIYHL.com,Calgary,Alberta,410 Cranford Mews SE,,T3M2P1,North American Youth Hockey League will create an All Indigenous Hockey Team to complete in the 2022 World Juniors and at the Olympics in 2023 Going forward the NAYHL will be a grass roots program offering development consultation for First ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=6E30B9AB2A32B64ABBEC946A46DF0589,541990 - All Other Professional  Scientific and Technical Services,,R019U - Professional Services / Program Research Analysis | N5340 - Hardware  Commercial | N9999 - Miscellaneous Items | ,
97E049E360D55173E0531B96D48E86D3,North Country Logistics Ltd,North Country Logistics Ltd,samwestgard@gmail.com,,,,Yellowknife,Northwest Territories,P.O Box 953,,X1A2N7,Trucking Road Construction Remediation work,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360D55173E0531B96D48E86D3,484229 - Other Specialized Freight (except Used Goods) Trucking  Local,237310 - Highway  Street and Bridge Construction | 562910 - Remediation Services | ,5139C - General Heavy Construction | K113A - Snow Plowing and Removal | V001B - Trucking | 5112B - Demolition Work | K102B - Food Catering Services | 5131C - Highways  Roads  Railways   Airfield Runways | 5139A - Construction Services  Not Elsewhere Specified | E108F - Northern Contaminated Site Environmental Clean-up Work/Services | V401B - Transportation | ,
97E049E360C15173E0531B96D48E86D3,North Country Massage & MediSpa Ltd.,North Country Massage & MediSpa Ltd.,northcountrymedispa@sasktel.net,,,http://www.northcountrymedispa.com,Prince Albert,Saskatchewan,683 7th St East,,S6V0S7,North Country Massage  was established in 2005 by founder and co-owner Bernadette Lavoie expanding into into a wide variety of Medical Aesthetic services in 2010 In 2015 co-owner Lindsey Rask introduced Cosmetic Injectables and Semi-Permanent ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360C15173E0531B96D48E86D3,812190 - Other Personal Care Services,,G009D - Health and Allied Services  Not Elsewhere Specified | ,
97E049E3604C5173E0531B96D48E86D3,North Guard Fall Protection Inc.,North Guard Fall Protection Inc.,darren@northguard.ca,,,http://www.northguard.ca,Edmonton,Alberta,8520  73 Ave NW,,T6C0E4,Specializing in Engineered Fall Arrest Services training and supplies  Railroads and industrial expertise  We provide true turnkey services including rigging risk assessments and standby rescue services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3604C5173E0531B96D48E86D3,541690 - Other Scientific and Technical Consulting Services,417930 - Professional Machinery  Equipment and Supplies Wholesaler-Distributors | 611690 - All Other Schools and Instruction | ,,
6EBE734A0791244CB9A09EE6B7EFE23C,North Shore Micmac District Council,North Shore Micmac District Council Inc.,jamespward314@gmail.com,5066274611,5066274613,www.nsmdc.ca,Eel Ground,New Brunswick,38 Micmac Road,,E1V 4B1,NSMDC provides Service DeliveryTechnical Support and Building Capacity in Water  Waste Management Housing  Infrastructure Post-secondary Education Training  Employment Community Development Financial and Technical Services and Child ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=6EBE734A0791244CB9A09EE6B7EFE23C, - ,541330 - Engineering Services | 541340 - Drafting Services | ,E199D - Environmental Services | 5139B - Engineering Works  Not Elsewhere Specified | B101A - Environmental Impact Studies | C111A - Architect/Engineer Services - Administration & Service Buildings | ,
97E049E3628A5173E0531B96D48E86D3,Northcoast Home Medical Equipment,0816259 BC Ltd.,northcoast@nchme.ca,,,http://www.nchme.ca,Terrace,British Columbia,4712 Keith Ave,,V8G4K1,Medical Equipment sales and service,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3628A5173E0531B96D48E86D3,446199 - All Other Health and Personal Care Stores,,G009D - Health and Allied Services  Not Elsewhere Specified | N9999 - Miscellaneous Items | ,
97E049E363CD5173E0531B96D48E86D3,Northern Allied Nunavut Travel Inc.,Northern Allied Nunavut Travel Inc.,admin@nantravel.ca,,,,Iqaluit,Nunavut,P.O. Box 1499,,X0A0H0,Travel Agency,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363CD5173E0531B96D48E86D3,561510 - Travel Agencies,,V503B - Travel Management Services | ,
97E049E362105173E0531B96D48E86D3,Northern Brainwaves,Northern Brainwaves Consulting Group Inc,,,,,Ottawa,Ontario,702-1545 Carling Ave,,K1Z8P9,IT Consulting and Placement Service,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E362105173E0531B96D48E86D3,561310 - Employment Placement Agencies and Executive Search Services,541690 - Other Scientific and Technical Consulting Services | ,R019U - Professional Services / Program Research Analysis | ,
97E049E3611A5173E0531B96D48E86D3,Northern Cadworks Ltd,Northern Cadworks Ltd,rob.mason@northerncadworks.com,,,,Whitehorse,Yukon,29 Tamarack Dr.,,Y1A4W3,Architectual and Project managment,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3611A5173E0531B96D48E86D3,541310 - Architectural Services,541690 - Other Scientific and Technical Consulting Services | ,,
97E049E3639E5173E0531B96D48E86D3,Northern Cultural Expressions Society,Northern Cultural Expressions Society,ed@northernculture.org,,,http://www.northernculture.org,Whitehorse,Yukon,P.O. Box 30037,,Y1A5M2,Our Vision Advance the decolonization of Indigenous communities through creating and sustaining a vibrant and reciprocal traditional arts community that is rooted in Indigenous traditional teachings and language supports the healing and wellness ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3639E5173E0531B96D48E86D3,611610 - Fine Arts Schools,,R019E - Business Services | ,
573F91788947A84F80E28D94D017928A,Northern Light Bars,1179750 B.C. Ltd.,sales@northernlightbars.com,8332629565,,www.northernlightbars.com,Terrace,British Columbia,4455 Park Ave,,V8G1T8,Northern Light Bars is an authorized NightRider LEDs dealer We provide LED light bars driving lights equipment lights portable lights and accessories We also carry a full line of commercial LED lighting All products can be viewed on our ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=573F91788947A84F80E28D94D017928A, - ,441310 - Automotive Parts and Accessories Stores | 335110 - Electric Lamp Bulb and Parts Manufacturing | ,N2320 - Trucks and Truck Tractors  Wheeled | N4940 - Maintenance and Repair Shop Specialized Equipment  Miscellaneous | N2090 - Ship and Marine Miscellaneous Equipment | N3805 - Earthmoving and Excavating Equipment | N6220 - Electric Vehicular Lights and Fixtures | N2540 - Vehicular Furniture and Accessories | N2350 - Combat  Assault  and Tactical Vehicles  Tracked | ,
AE9BE5E27F1311479110D3ED20E48370,Northern Lights Petroleum Ltd.,Northern Lights Petroleum Ltd.,rob@northernlightspetroleum.ca,2048912227,,,Winnipeg,Manitoba,1-104 Scurfield Blvd,,R3Y 1G4,Northern Lights Petroleum NLP distributes fuel gasoline diesel aviation fuel other products to gas stations fuel tank farms and commercial projects such as mines Our focus is on First Nation owned businesses in Canada NLP offers ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=AE9BE5E27F1311479110D3ED20E48370,412110 - Petroleum Product Wholesaler-Distributors,454319 - Other Fuel Dealers | 447190 - Other Gasoline Stations | ,V001B - Trucking | N9110 - Fuels  Solid | N9140 - Middle Distillate Fuels | N9150 - Oils and Greases  Cutting  Lubricating  and Hydraulic | N6830 - Gases  Compressed and Liquified | N9130 - Liquid Propellants and Fuels  Petroleum Base | V401B - Transportation | N4520A - Furnaces  Warm Air  Oil  Gas or Solid Fuel (Domestic) | ,
B9412FEA396B714A8D4C293181DE0E2D,Northern Lights Welding 2016,1982803 Alberta Ltd,acctnlw@gmail.com,7806142113,,,St. Paul,Alberta,4622 - 56 Avenue,,T0A3A0,We are a metal fabrication and metal repairs company that services all industries and any application that any type of metal is utilized in We are located in St Paul Alberta where the majority of the fabrication is done but we also have mobile ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=B9412FEA396B714A8D4C293181DE0E2D, - ,332319 - Other Plate Work and Fabricated Structural Product Manufacturing | 332420 - Metal Tank (Heavy Gauge) Manufacturing | 332439 - Other Metal Container Manufacturing | 333130 - Mining and Oil and Gas Field Machinery Manufacturing | ,N2050 - Buoys | N4940 - Maintenance and Repair Shop Specialized Equipment  Miscellaneous | F010D - Agricultural Services  Not Elsewhere Specified | N4940B - Auger Machines  Pipe and Sewer  Power Operated | 5139A - Construction Services  Not Elsewhere Specified | N9999 - Miscellaneous Items | ,
97E049E364085173E0531B96D48E86D3,Northern Loco,Northern Loco,jason@northernloco.ca,,,http://www.northernloco.ca,Fort Providence,Northwest Territories,1 MacKenzie Drive,,X0E0L0,COMMUNITY DEVELOPMENT supporting community based initiatives YOUTH PROGRAMMING running inout school youth programming ECONOMIC DEVELOPMENT supporting existing locally-owned businesses and encouraging and supporting local business start-ups,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E364085173E0531B96D48E86D3,541611 - Administrative Management and General Management Consulting Services,541619 - Other Management Consulting Services | 541690 - Other Scientific and Technical Consulting Services | 611430 - Professional and Management Development Training | 611690 - All Other Schools and Instruction | 611710 - Educational Support Services | ,R019E - Business Services | R019U - Professional Services / Program Research Analysis | R199B - Miscellaneous Business Services | U099C - Educational Services  N.E.S. | R123A - Organization Development | G102A - Recreational Services | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | G103A - Welfare Services | B302A - Feasibility Studies/Needs Analysis | ,
89C009DA3729AE4C811BB337FC6C3990,Northern Logistics and Communications Services Inc.,Northern Logistics and Communications Services Inc.,norlogics@gmail.com,7098992741,,,Paradise,Newfoundland And Labrador,12 Alma Avenue,,A1L 4G9,Currently our company is a mail transportation service provider for Canada Post and we have been doing this for over ten years We also provide consulting services on Indigenous relations in the natural resource development industry,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=89C009DA3729AE4C811BB337FC6C3990, - ,213119 - Other Support Activities for Mining | 211110 - Oil and gas extraction (except oil sands) | 213118 - Services to Oil and Gas Extraction | 491110 - Postal Service | 519190 - All Other Information Services | ,B329B - Advisory Support Services / Natural resources efficiency | B109A - Other Environmental Studies | U099AB - Cross-Cultural Training | U099A - Business Training | ,
